x1,x2,x3,x4,y
0.832274572,0.199474865,0.28199522,0.849357622,0.349854896
0.70275292,0.653515461,0.755716567,0.497639717,0.437757189
0.190908756,0.980079076,0.213764044,0.067178714,0.096481757
0.206704043,0.920529551,0.366411453,0.125262911,0.103075328
0.60582565,0.466493064,0.86271796,0.604631306,0.402109831
0.1825983,0.862235687,0.806665003,0.296121927,0.135291372
0.162662098,0.562290644,0.638605003,0.906378931,0.12569794
0.697374,0.713232317,0.085546741,0.887488262,0.454567202
0.014016772,0.030526921,0.784554024,0.248066468,0.004751643
0.313419827,0.775102794,0.709216537,0.27621642,0.184928346
0.506688698,0.296584912,0.465613284,0.630951768,0.178065222
0.00310679,0.030226256,0.342731995,0.441723487,0.000486987
0.557527881,0.328242959,0.74395289,0.399535184,0.228819953
0.017350479,0.610351554,0.392445987,0.763493028,0.00962487
0.402558461,0.939723554,0.527946597,0.043418279,0.234227255
0.985457291,0.4509512,0.029092063,0.120146647,0.107729476
0.566444665,0.794685046,0.944243602,0.671681975,0.559159331
0.907100823,0.695659382,0.117243114,0.664123285,0.425769388
0.799840637,0.617237992,0.373659482,0.591549191,0.348144472
0.973750253,0.042614104,0.064212945,0.533533022,0.14148433
0.206482287,0.126062263,0.785127629,0.992727605,0.167026122
0.4407085,0.327543025,0.44543773,0.145676064,0.07203837
0.737774704,0.534971486,0.230993081,0.935747604,0.44826301
0.775835381,0.007538219,0.017322981,0.709214612,0.195255374
0.60513794,0.188702004,0.7769265,0.701618889,0.342354459
0.691116183,0.199884536,0.073764619,0.363658807,0.061385898
0.45310794,0.837818628,0.437824922,0.91193487,0.390863578
0.827437435,0.587772043,0.648434536,0.58462683,0.458289402
0.375155424,0.269209841,0.184773464,0.511476244,0.06907045
0.824326374,0.766868338,0.561317619,0.82581783,0.653336191
0.476114003,0.433231259,0.362736316,0.821079476,0.236494982
0.188056804,0.780049183,0.506770539,0.020753174,0.081402626
0.31041934,0.039798323,0.228945663,0.356324857,0.028087895
0.097176562,0.721331605,0.894062812,0.460988488,0.074445895
0.588991298,0.976611051,0.98637014,0.597536881,0.672553119
0.990951947,0.788213667,0.671483143,0.200591962,0.551171205
0.664055892,0.318323673,0.212671188,0.094704745,0.051639637
0.374995384,0.719203999,0.545083964,0.440192056,0.189023917
0.596693735,0.979357424,0.032784425,0.464551222,0.350862963
0.198890524,0.30383233,0.547346728,0.651287245,0.081155051
0.748821635,0.464484717,0.343060494,0.786053179,0.35618306
0.798565976,0.735100775,0.783204278,0.680882348,0.645793462
0.756195287,0.517072133,0.224016676,0.658963295,0.284246128
0.62465297,0.118126345,0.728197317,0.946484291,0.449768153
0.152172217,0.337908067,0.518095426,0.014982413,0.029127984
0.548411305,0.944063496,0.883693229,0.292765026,0.482020898
0.577652079,0.784693998,0.584043662,0.727748417,0.429331078
0.651690431,0.042480438,0.483307349,0.914047781,0.348939146
0.42786618,0.256671519,0.067362926,0.764228203,0.140011245
0.270649233,0.874030596,0.378378283,0.163832821,0.12638518
0.206712231,0.504014923,0.877856286,0.113059852,0.107226309
0.107816286,0.366295367,0.467024401,0.674599298,0.043523726
0.526790984,0.849354673,0.500409242,0.776822201,0.414917831
0.447464633,0.030261594,0.83288395,0.423423053,0.195519341
0.411141988,0.845666805,0.352671242,0.857026747,0.323573719
0.011256726,0.445289328,0.619366633,0.802257183,0.006897639
0.896601407,0.479930779,0.490715815,0.258262127,0.24111176
0.570821822,0.923274476,0.544244578,0.677413844,0.458805869
0.752252545,0.01740708,0.080421546,0.837738998,0.266514524
0.94324972,0.694702454,0.6243799,0.7895281,0.705464191
0.872521991,0.106511676,0.31302941,0.192345952,0.063837685
0.657235989,0.806043541,0.246154373,0.03212463,0.233755889
0.972843921,0.683033752,0.778265729,0.995190396,1.003311727
0.318589813,0.621320815,0.437599973,0.018200623,0.09205088
0.76514431,0.882623531,0.354400385,0.665489903,0.515516262
0.976450872,0.407386089,0.532841725,0.959388693,0.669020389
0.186820378,0.347102769,0.387621479,0.464062618,0.045405278
0.639784531,0.887473902,0.717877716,0.254090042,0.4374591
0.816178239,0.278197215,0.05202356,0.51152032,0.139465754
0.178332305,0.752128417,0.26976734,0.397824188,0.071041853
0.198801404,0.413454237,0.034133697,0.21059184,0.021516121
0.299191359,0.160622693,0.779696709,0.406358052,0.119505028
0.515179703,0.794669786,0.829096112,0.10368972,0.342504859
0.219250966,0.68344551,0.708002222,0.955539241,0.206251593
0.629524288,0.971173371,0.833731347,0.08523927,0.51795729
0.385628807,0.516462838,0.819592922,0.52893552,0.234894065
0.224982412,0.12316446,0.033399005,0.585604577,0.040408832
0.693621485,0.495514239,0.375243078,0.112443179,0.138372352
0.480108279,0.998878144,0.687030967,0.997479608,0.591669759
0.788794642,0.444203497,0.508569732,0.502219136,0.279305865
0.397437068,0.488157385,0.781333773,0.194602187,0.17619381
0.969211469,0.836136709,0.27052182,0.421048858,0.460176174
0.443898599,0.3598369,0.546273635,0.716294648,0.208848853
0.924006177,0.850022016,0.965858405,0.960368471,1.190918059
0.810877196,0.453517457,0.224181222,0.319413861,0.145131011
0.70708412,0.508268401,0.582894337,0.710634633,0.389993716
0.511340795,0.034748914,0.986055642,0.443329728,0.299148289
0.085502099,0.618580825,0.065170458,0.192679861,0.018127084
0.402399364,0.005990884,0.166424124,0.254138971,0.018574653
0.116610982,0.93519298,0.855062549,0.787125425,0.129746294
0.808208541,0.939457401,0.980377573,0.585782521,0.883720094
0.854627902,0.198753188,0.343551504,0.652030575,0.248984872
0.011917313,0.799784094,0.790899587,0.758679321,0.010968522
0.71946529,0.415785464,0.668868109,0.221126197,0.240718299
0.035736715,0.603759579,0.666669748,0.758040652,0.024722656
0.622863116,0.592306299,0.53150424,0.383261994,0.242983033
0.68476399,0.936462691,0.536796023,0.106328641,0.402784384
0.837088111,0.75747701,0.216860697,0.112156638,0.265097055
0.438275772,0.878970705,0.802774062,0.113301335,0.313339321
0.040460358,0.872598853,0.378892607,0.288637144,0.019993481
0.444992797,0.980578941,0.754410575,0.961729914,0.546360999
0.28307526,0.559592931,0.53493873,0.27778915,0.095746032
0.955185806,0.665330976,0.527859014,0.282656579,0.382645135
0.13264135,0.408069365,0.963622337,0.02919863,0.072683558
0.33775404,0.30742809,0.599562287,0.764625647,0.175402318
0.675944933,0.029180788,0.075085109,0.636330858,0.139043986
0.786177404,0.154491217,0.541859971,0.504269692,0.224755417
0.935098574,0.006123212,0.235770938,0.108309256,0.031492401
0.529937408,0.583086969,0.538322509,0.449464016,0.220400819
0.297586482,0.344349622,0.465402563,0.069541119,0.050591514
0.24801863,0.881290428,0.119350191,0.227184409,0.104481573
0.21241088,0.565204236,0.469314191,0.510109105,0.084956167
0.552104016,0.449634568,0.880634489,0.399895715,0.314038125
0.041511611,0.127260571,0.848884941,0.723199393,0.026148543
0.287301137,0.274029946,0.387979068,0.126878179,0.034722963
0.990994283,0.667542973,0.042594924,0.162006211,0.234704093
0.01573297,0.243519024,0.226267759,0.129095389,0.001000336
0.552013873,0.297463209,0.242534377,0.757573344,0.199063008
0.33013286,0.222605252,0.2025782,0.194882225,0.021222609
0.626981897,0.375455451,0.461125418,0.339162704,0.146912763
0.106860702,0.028582316,0.817708987,0.842344401,0.073680936
0.990304795,0.656824458,0.279666559,0.550484367,0.40239292
0.667012783,0.394898919,0.003541401,0.247697074,0.072474787
0.97219037,0.372209681,0.899297498,0.847650832,0.809731511
0.355500206,0.323615261,0.146783326,0.221168485,0.031139628
0.898448567,0.729274256,0.414157432,0.630630648,0.494623937
0.484456554,0.145961833,0.719456377,0.809688461,0.289345974
0.798630438,0.386159141,0.415133559,0.105691336,0.132822389
0.184095352,0.943627802,0.087138652,0.926257686,0.161633866
0.894629967,0.304747546,0.50344087,0.981537617,0.585866269
0.625419125,0.177655611,0.216780562,0.669741068,0.164831845
0.384051209,0.311938646,0.316394865,0.953637431,0.21254081
0.947139903,0.550685106,0.539995171,0.061844126,0.283513812
0.857821656,0.378807591,0.986435029,0.737826047,0.712393663
0.457128021,0.356761036,0.939099173,0.114008509,0.233634391
0.450947753,0.862422058,0.311741663,0.488554541,0.243430664
0.235391003,0.397003709,0.091155286,0.18126186,0.02339517
0.544967265,0.562628532,0.126896895,0.774686651,0.254170851
0.237934732,0.189380157,0.282339401,0.585739493,0.054566897
0.542729864,0.69725198,0.485397078,0.798356777,0.368824071
0.649478555,0.090781852,0.387023751,0.420941859,0.108859353
0.080259154,0.20987024,0.129016447,0.879133879,0.033450697
0.444989073,0.705429924,0.806902162,0.199095511,0.264403941
0.756725106,0.157384706,0.622155447,0.621991168,0.302205874
0.815498386,0.391015623,0.418164155,0.659141267,0.310795278
0.972172001,0.270737178,0.268602138,0.793201565,0.37652924
0.610673171,0.7132619,0.28397068,0.538423746,0.268476969
0.029303967,0.475672477,0.649706604,0.407121231,0.011928629
0.451554096,0.585855743,0.064912709,0.780781872,0.216082395
0.32073565,0.269534419,0.241810721,0.712152214,0.102359897
0.833825103,0.463712834,0.808556318,0.553989089,0.490162762
0.789102062,0.725055497,0.51048677,0.144390181,0.318462157
0.763403346,0.704600806,0.050468105,0.304089332,0.225768771
0.565547864,0.353176951,0.453654139,0.826430455,0.286597978
0.789347278,0.681808858,0.721531865,0.601906773,0.531926652
0.788654821,0.770523402,0.327277614,0.132502293,0.283274483
0.852497369,0.301435615,0.650685058,0.501717064,0.326495618
0.571981135,0.459675817,0.838072026,0.314377732,0.289565432
0.730284826,0.343609123,0.049947636,0.398308988,0.10195216
0.713741807,0.530504182,0.169528497,0.436745095,0.178764086
0.825565489,0.162491256,0.557715199,0.047670741,0.140231442
0.001523331,0.880005499,0.052917898,0.115582441,0.000602149
0.494849858,0.911523172,0.425444393,0.861807283,0.434129112
0.052345249,0.511353354,0.467803578,0.376937951,0.016289964
0.870773448,0.875133254,0.041216318,0.039463078,0.334862169
0.75948606,0.914459829,0.016408209,0.986935116,0.687542578
0.14287392,0.152610827,0.17844324,0.61504972,0.03096208
0.351790151,0.337725217,0.670814946,0.238128876,0.10918799
0.706536843,0.668341075,0.645145213,0.247932577,0.326548153
0.313739016,0.571008062,0.734053374,0.813155805,0.239399643
0.584697505,0.294324702,0.825455882,0.851559522,0.436522897
0.919053265,0.475324707,0.962692471,0.571814152,0.679953193
0.553868172,0.384889845,0.326533028,0.288217839,0.093557621
0.458945709,0.738478715,0.796061265,0.024131728,0.270696894
0.655630847,0.594591006,0.54886057,0.216685216,0.230040826
0.631979547,0.639466408,0.652028179,0.855631267,0.494891459
0.032629389,0.115567582,0.147511439,0.23314166,0.001459684
0.583461535,0.794826144,0.932692865,0.932055272,0.691516163
0.853147309,0.076311982,0.633825091,0.827046291,0.46563216
0.030183091,0.3433208,0.628088897,0.786646847,0.017071226
0.921298773,0.99667975,0.586253134,0.953668587,1.034870513
0.634336754,0.151139144,0.962535018,0.396449862,0.350943382
0.779529287,0.502137592,0.503519262,0.530720495,0.306876536
0.016412496,0.817413145,0.361863716,0.202125069,0.006892954
0.161646572,0.06550569,0.885580622,0.085393084,0.064322082
0.781132366,0.115014193,0.302604172,0.472285313,0.1280475
0.443510649,0.60621058,0.655647989,0.292405953,0.195780412
0.292805688,0.366780306,0.059877194,0.08785654,0.021350197
0.801548726,0.548133838,0.027040922,0.636692028,0.283170594
0.823064973,0.088201939,0.130776112,0.249936171,0.035947389
0.641142872,0.128965157,0.933313903,0.860458267,0.521920843
0.116487657,0.589207833,0.314148429,0.112551553,0.026706133
0.52868721,0.131376773,0.686480353,0.080473733,0.130847746
0.316324577,0.34213787,0.817433659,0.655171177,0.19208895
0.993381396,0.578889088,0.555923346,0.441131832,0.416604606
0.71382459,0.591120555,0.67177126,0.625360933,0.425359662
0.293283759,0.108948407,0.937227675,0.250696235,0.139766439
0.280976668,0.668076697,0.584541175,0.810420859,0.202977099
0.093108728,0.016016239,0.206850196,0.812689872,0.032751384
0.08977234,0.98585069,0.569540863,0.252673826,0.061050687
0.153213974,0.650324572,0.907111155,0.299782908,0.102319547
0.47593472,0.198862935,0.263686883,0.9146502,0.225036744
0.445524598,0.387339675,0.666396358,0.886139855,0.307269398
0.865386961,0.554740378,0.740865863,0.389577364,0.436323622
0.633618621,0.916650663,0.398487482,0.797064025,0.517777858
0.614467274,0.286126727,0.192737871,0.313490575,0.066759636
0.685345519,0.369519208,0.262919919,0.339150344,0.109893195
0.399208964,0.772300285,0.307750123,0.778277895,0.258861933
0.684522987,0.202840643,0.60450436,0.082798213,0.141499592
0.064485516,0.350773714,0.315887727,0.440851919,0.013450959
0.373205516,0.210687475,0.949054715,0.011733448,0.176382849
0.991005933,0.894607007,0.395565733,0.456277507,0.577252586
0.222321557,0.169968584,0.579624736,0.885948349,0.127808064
0.173234534,0.98303128,0.723456457,0.330287951,0.138486274
0.245874982,0.514661471,0.801287515,0.261579693,0.119908563
0.039372907,0.19912865,0.652118795,0.143952383,0.0095604
0.043788886,0.686156368,0.407069899,0.872907712,0.030619036
0.418436201,0.72406804,0.16550389,0.093708949,0.117255747
0.244234672,0.390034748,0.327132836,0.892949242,0.12901713
0.770067286,0.436014098,0.930661182,0.737045416,0.615851484
0.451519893,0.713121909,0.374827429,0.752161762,0.274249972
0.548400321,0.450056754,0.726718158,0.463356305,0.259220449
0.589923637,0.388883261,0.529405654,0.90451371,0.368597735
0.120377161,0.504436144,0.960481761,0.013667825,0.070852062
0.619868481,0.770062561,0.338572878,0.632928288,0.343477233
0.094109489,0.910563363,0.489427866,0.883864979,0.087045752
0.639424601,0.880631066,0.649368166,0.064013637,0.384066498
0.195128445,0.96655401,0.064753156,0.856454984,0.163121015
0.508550071,0.57446975,0.375531176,0.980787751,0.364371999
0.776219316,0.847902857,0.909080535,0.870379985,0.893788596
0.460193167,0.680742528,0.442908595,0.46687981,0.201922446
0.835960285,0.886203953,0.947071244,0.692313393,0.903505551
0.671061251,0.644229759,0.283795131,0.024385784,0.166478998
0.307236751,0.077555828,0.322753491,0.127484835,0.019423063
0.522837912,0.663454471,0.852090413,0.580438504,0.392948967
0.884625427,0.735198673,0.968723341,0.752044229,0.904313881
0.165052836,0.611792067,0.427498981,0.802322011,0.099094877
0.587248507,0.879783729,0.429401784,0.389427511,0.325940271
0.784338862,0.731892384,0.484179945,0.010706183,0.302053328
0.538499457,0.095342154,0.832568762,0.680894521,0.313912394
0.934280514,0.234671316,0.061652848,0.772476552,0.306253286
0.240551877,0.269877241,0.349450651,0.256124614,0.031337812
0.741461178,0.708950093,0.150076075,0.033499423,0.195098928
0.668820335,0.617401544,0.665060908,0.834374306,0.508193487
0.114864303,0.523399379,0.027722739,0.850488652,0.057319953
0.50084823,0.056978574,0.414742405,0.606197447,0.135913473
0.386843114,0.674796923,0.514717887,0.624924773,0.214855831
0.842211731,0.688363943,0.047779368,0.877598276,0.524826986
0.697601157,0.168930867,0.619456501,0.432980839,0.209188404
0.499032004,0.94911288,0.131883054,0.228137749,0.242094206
0.695153178,0.837801624,0.799826687,0.808265967,0.693390326
0.707394351,0.545843037,0.964805599,0.411426421,0.494492054
0.193867024,0.554591592,0.644023027,0.568440632,0.101340327
0.154667903,0.240010088,0.753143844,0.116934514,0.049378051
0.113532267,0.040320507,0.055500752,0.777621469,0.034593351
0.224338833,0.025088727,0.86162404,0.55403498,0.117775666
0.654447592,0.310043547,0.270440742,0.653096986,0.194960222
0.132664082,0.075431438,0.16696169,0.076595446,0.002615669
0.440199464,0.13438053,0.089190189,0.741850299,0.126855555
0.915267979,0.669616803,0.760172527,0.353589621,0.526862367
0.425386557,0.471248377,0.105040717,0.923781901,0.23108733
0.134054376,0.679489535,0.645188632,0.281894173,0.064174425
0.709934807,0.204487004,0.368035142,0.099800771,0.06645877
0.820964015,0.8111461,0.675319007,0.851598142,0.754972117
0.472199592,0.91994431,0.970664455,0.079826221,0.423765901
0.865992645,0.354351425,0.326043843,0.046948066,0.101353026
0.078805117,0.80287704,0.874785476,0.024113333,0.055575048
0.268647203,0.14356158,0.005495046,0.291375035,0.01417645
0.963793226,0.738437126,0.47140441,0.595375805,0.540680221
0.171249963,0.486154516,0.148717101,0.040324239,0.022270119
0.993682974,0.507302441,0.131104772,0.366298705,0.20306854
0.170603357,0.210730039,0.533665772,0.060513618,0.028394216
0.854815618,0.937578498,0.741527007,0.603915816,0.766611492
0.331992232,0.308117478,0.586646902,0.164868476,0.077399438
0.015019324,0.170439304,0.524636765,0.273182521,0.002845576
0.219176564,0.12518513,0.316768253,0.184037742,0.016425457
0.394638855,0.296224874,0.536215042,0.965371144,0.257939348
0.433249482,0.504994763,0.444365002,0.557116205,0.16525401
0.026445581,0.168060877,0.759023752,0.173347641,0.008388683
0.129533553,0.228616451,0.936978032,0.386432981,0.069917274
0.922686565,0.965089574,0.707222003,0.927545298,1.057353189
0.758062425,0.947572427,0.089620857,0.071721936,0.345323754
0.378256962,0.975452912,0.555470432,0.227596151,0.248109293
0.000144265,0.537551808,0.442010499,0.859824419,8.83E-05
0.524615619,0.448631931,0.759807377,0.063659006,0.205290047
0.226251873,0.446910341,0.838195231,0.915802404,0.196951592
0.687142655,0.761564777,0.496262577,0.668176407,0.437269127
0.483914881,0.824338036,0.006817734,0.929725845,0.373574987
0.218235717,0.383558792,0.070221024,0.826990849,0.091218406
0.120150484,0.918273195,0.716314133,0.354818175,0.089045178
0.27043553,0.438203367,0.40898029,0.398629819,0.070068872
0.554531205,0.153646796,0.388279623,0.988112329,0.319059061
0.531267668,0.961760575,0.459275247,0.221215041,0.314737112
0.488530097,0.968947292,0.818237971,0.692564631,0.510029818
0.003078077,0.719348534,0.290070273,0.902266429,0.002178798
0.018473944,0.421108558,0.036825886,0.818844891,0.007843995
0.314381437,0.886551817,0.414498763,0.431165194,0.179776946
0.07416123,0.444846924,0.477646461,0.811711453,0.040229145
0.191943127,0.526904981,0.555029403,0.099586072,0.057161036
0.721172397,0.020161127,0.60868827,0.478276104,0.216227646
0.599375179,0.337931633,0.472143723,0.030970083,0.10131737
0.051010064,0.982985086,0.354326296,0.891002701,0.04809465
0.256751102,0.872702978,0.15775272,0.724054004,0.168268331
0.110411271,0.387649296,0.06871263,0.24000689,0.011736537
0.305206504,0.67569201,0.954137331,0.593132534,0.262285915
0.496513989,0.54650038,0.130129266,0.024749027,0.078501048
0.710115486,0.972020103,0.981488443,0.388664914,0.731135991
0.975386794,0.905234207,0.326275213,0.053938887,0.4529764
