X1,X2,X3,Y
3.21994542,1.990994592,6.491801144,3.38297696
2.16285879,1.797602132,6.687325405,2.245506998
4.682123349,1.224813091,8.014941286,4.737770245
4.085896487,1.695466591,6.717896292,4.222589964
1.743952169,1.219925816,4.276798175,1.819544611
2.996932827,1.67523377,4.757992465,3.201965004
2.890886842,1.908009961,8.430305209,2.967900107
4.751279435,1.10637059,8.182812123,4.795312771
3.798963776,1.240673033,5.519749493,3.89872477
3.917862242,1.212740612,6.448769837,3.989034646
1.905152633,1.065418399,5.702475563,1.939300951
2.503812367,1.41363717,6.319756637,2.568904811
4.140104774,1.290139362,8.409029289,4.18970845
1.445693146,1.604878757,7.836371489,1.476999462
1.104903784,1.058089403,6.993272004,1.117771875
3.582337602,1.049594175,3.065538177,3.812783141
1.832309994,1.651439107,7.789967512,1.874925911
4.646017534,1.137580184,4.732068018,4.78638113
4.707919915,1.963847593,9.277975974,4.817066459
2.580986191,1.835850879,7.712788316,2.657362594
3.595909297,1.829926417,6.036865705,3.773447256
4.236095698,1.885853487,9.365329894,4.324681643
1.28449719,1.431546953,7.325922863,1.309746543
4.226939216,1.577624326,6.6633924,4.350635692
3.865739834,1.627134203,4.591456559,4.134037376
4.910742323,1.260088181,8.034268124,4.972278486
2.357531733,1.278787856,4.634716993,2.452742169
1.996228559,1.463518919,6.47850996,2.049201115
4.793682603,1.185605739,4.196241939,4.997294624
3.349233558,1.733044291,3.484807877,3.860474084
4.017651434,1.97795254,8.450526582,4.132444464
2.270718766,1.869913544,5.442218871,2.417926214
1.016836411,1.362157203,8.075991774,1.031616369
3.432081915,1.832964108,7.37106593,3.543385949
2.647887411,1.442509315,9.947867499,2.676172831
4.38012235,1.709818202,7.105867515,4.512709148
4.478932297,1.607800555,8.799133338,4.555628544
3.242416421,1.402469484,3.912703881,3.473200988
1.981963392,1.969705663,6.634449019,2.075546691
1.346678681,1.942088283,4.266955587,1.512413894
2.894177077,1.859734565,8.916963233,2.959253216
3.880660195,1.585802522,3.322455688,4.416157626
2.517332644,1.700403542,4.748485023,2.696124593
4.960025055,1.288983394,6.992321745,5.046512019
2.77330214,1.357219413,8.384088281,2.810369828
3.165294248,1.635479777,3.14355619,3.70641029
3.147552432,1.430383037,8.493744481,3.193157071
4.728213741,1.895292175,7.47995947,4.887718956
2.576994571,1.586647,7.768531458,2.632485285
3.433284564,1.279811166,5.828013739,3.519185079
1.080506346,1.590379069,5.414254185,1.130372053
2.123340943,1.28681228,8.385040024,2.148795478
2.796428534,1.638677896,7.699739801,2.861994313
3.269442865,1.911290611,8.471237145,3.35597635
1.668283205,1.980803825,6.734571042,1.745491445
3.587417005,1.809746267,4.258319,3.963131005
2.505723901,1.2395955,6.386950357,2.554293266
4.224084108,1.115409416,3.070107161,4.533898075
1.370441351,1.998237833,7.056561036,1.428929707
2.232628006,1.089621651,5.166362583,2.284004056
3.961288287,1.457369462,4.810494629,4.156631417
2.271089413,1.170422441,8.169031407,2.294764877
4.677206267,1.342079549,3.967382038,4.970220187
4.655361886,1.683402117,5.491668572,4.890812462
2.705835987,1.686043084,9.421690841,2.750231429
3.366650014,1.602924245,7.094151857,3.456026737
1.495040561,1.200472216,9.773330268,1.506448067
3.086290409,1.572692326,9.550793727,3.129003303
1.185225247,1.027664906,4.966914344,1.211438776
4.137187539,1.773248965,6.205958145,4.317174088
1.419231442,1.653269926,4.53428311,1.524157217
3.953600929,1.907821693,4.899927475,4.292321439
2.93492212,1.366755413,5.127085841,3.045112428
2.469295211,1.845568337,9.390216486,2.518415692
4.716698832,1.20485003,5.731416301,4.824505209
1.572416331,1.398468271,7.388203089,1.601365181
1.422339798,1.82925868,8.852959025,1.453711133
1.187719345,1.971764202,8.412850095,1.221749725
1.798419367,1.457543773,7.105658188,1.837491957
4.37091115,1.982971571,7.720529989,4.522632429
2.88884601,1.658280897,8.693215038,2.942884645
3.512275606,1.856493606,4.976967479,3.785495657
1.581773317,1.912954139,7.869463314,1.630686053
3.473097213,1.917524826,8.901115718,3.556605092
2.411731747,1.185894999,5.271521381,2.475176952
4.300276106,1.442864444,5.513892694,4.455527945
3.541431016,1.222914967,5.418967184,3.635208145
3.530620957,1.57308091,4.949302748,3.723715197
1.283256932,1.503545728,3.037723807,1.476846567
3.917426889,1.024351207,7.789797294,3.951742668
4.417141476,1.493094717,4.968119158,4.631240376
4.495738429,1.52210273,4.238128406,4.817128762
1.795443728,1.375587252,4.521023597,1.884807008
2.315290728,1.515569795,6.328631698,2.38468083
4.573899114,1.95516944,4.084386836,5.209558627
4.187266044,1.201200475,7.920148587,4.23627069
4.316265086,1.011662236,4.852489397,4.413241836
2.307706979,1.835090582,7.181232269,2.386957453
2.799796748,1.504908251,9.952397911,2.832364501
1.895727574,1.161644716,6.016173617,1.932086257
1.222055409,1.79706439,7.036727531,1.263968837
1.080457753,1.8256329,5.37140479,1.148850156
3.709947534,1.95068083,9.351950117,3.793386314
2.121701716,1.606773388,3.112785188,2.47724295
2.049755686,1.231300475,3.204767541,2.220161634
3.273028806,1.135948388,8.776253064,3.300795104
2.762685987,1.712101984,8.869903862,2.815636602
3.927076735,1.188087504,5.287939184,4.030115116
4.183948741,1.438640344,8.201374141,4.249844017
2.123593292,1.757194042,7.467218649,2.1849518
3.761198711,1.004672872,3.960953108,3.888357408
4.348445324,1.017517098,3.219637836,4.583352932
1.394598128,1.968713812,7.117580733,1.451216611
3.895053492,1.549466527,9.002670006,3.954058294
1.969793111,1.726188154,7.160801708,2.029647348
4.628249654,1.884323491,7.034170482,4.803820184
4.156163596,1.796608982,4.798124208,4.482241272
2.280239731,1.130285112,6.991443238,2.310635257
3.750364873,1.806360331,5.876068636,3.941208986
4.120279195,1.709906611,8.797267141,4.200386032
4.940917428,1.128805257,7.992794967,4.990941042
4.804266244,1.456247284,7.412781808,4.899744261
4.728168224,1.710362837,8.115273868,4.836811904
2.588985174,1.349075998,6.964485865,2.638969239
3.61043663,1.975601251,9.666569014,3.688286202
3.997505736,1.132096619,7.553867058,4.043170353
3.723034723,1.091135697,7.077396261,3.768085811
1.986817907,1.003938367,6.136342108,2.013954189
1.093898173,1.880389086,4.281581094,1.217608946
3.203030933,1.822354604,3.881785833,3.627638078
4.708460775,1.851163238,7.143291946,4.875001198
2.113165234,1.770206162,7.299062091,2.178194989
3.781702603,1.689080154,8.699369715,3.855065915
4.857276362,1.026146281,3.646067119,5.061882423
3.674414485,1.490225473,3.458662788,4.07175602
2.865361292,1.700218552,5.328305246,3.023413852
1.643335728,1.037231471,7.979858531,1.657396315
3.9393022,1.746953391,3.280804343,4.653941055
4.016959876,1.081783176,3.510043197,4.222499736
2.231873246,1.773882289,4.525843953,2.425979203
4.398822702,1.630736004,5.880945082,4.57835921
4.123522901,1.753146265,8.985427624,4.204324221
1.656355313,1.548072634,3.264499733,1.881346651
4.316748947,1.410093765,3.434385578,4.734190504
4.479929208,1.094196506,7.162203122,4.533142895
3.564155419,1.341863006,9.901935219,3.597339932
4.544105062,1.899196707,6.466144778,4.753778197
2.526175029,1.169327294,7.802321451,2.55503197
1.674772763,1.306651453,6.506613802,1.709600104
3.21208731,1.145721422,6.438652349,3.264181814
4.938758165,1.482546108,8.014600687,5.025487211
4.870095907,1.699266081,4.240710703,5.315491904
2.633677857,1.503710547,6.037432075,2.71937382
2.940969296,1.819572902,4.917247886,3.165681157
4.400268719,1.445148671,4.773529168,4.616929747
4.957539826,1.982876215,8.296896028,5.105486629
1.992513018,1.529901127,8.024138582,2.029747359
1.674675481,1.323878068,3.051137312,1.858762319
2.771828534,1.237676871,6.534040687,2.822934402
4.431827592,1.936038153,3.074647014,5.704824428
3.242596924,1.858121679,6.259892697,3.39563674
2.774299774,1.46724499,5.186701567,2.892445909
2.210502833,1.479889829,3.504521114,2.438596043
4.81260759,1.544206816,6.844236029,4.93998492
3.741179307,1.899202713,7.485503633,3.867737951
2.254700171,1.035203711,8.908040888,2.270080736
2.159946714,1.164511537,7.791881762,2.184480623
3.867799502,1.118300272,3.215442203,4.125334783
4.711617933,1.161397966,3.071697778,5.089425219
3.608935274,1.185075828,3.070091103,3.912142072
2.368058917,1.455843393,4.223460801,2.522669631
4.500147766,1.404387553,6.188876762,4.620687104
1.043694439,1.230289059,9.801240783,1.05201524
3.859104675,1.120696858,5.633019845,3.937824267
1.497299305,1.464702268,6.662934558,1.534843801
2.517405876,1.225202536,6.558935288,2.562510794
2.141905631,1.28601861,4.549689111,2.232966126
4.205779243,1.517937419,5.083903851,4.406792861
1.592642657,1.502320237,8.80229838,1.616358489
4.167019799,1.297266727,8.533679476,4.216019063
4.701600587,1.538053728,3.628834797,5.190917228
2.372331204,1.930948953,5.599928173,2.527332435
2.460585463,1.616317798,8.615175658,2.505067823
3.964901065,1.426688947,4.121024698,4.226245266
2.482069751,1.152316105,4.143657298,2.583996602
1.327767894,1.757655975,7.371745148,1.367198829
1.643616751,1.150907825,5.852442996,1.676351029
4.454426086,1.772193104,6.44972612,4.632740738
2.84326249,1.021958633,7.219382841,2.872185344
3.37413033,1.207223272,4.387831752,3.509575043
1.251938773,1.800676221,7.330201688,1.291513098
3.465703971,1.092601456,4.038774746,3.599938025
2.738383217,1.444724101,9.416175645,2.771195517
3.702001425,1.607501485,3.183681637,4.288860315
1.991955468,1.741919987,8.050771531,2.040285469
4.891432193,1.910180324,5.737037848,5.187413471
4.066400356,1.986738969,6.388126744,4.278582558
4.571342925,1.973706148,8.135077386,4.712130976
4.617826841,1.180997246,5.802450063,4.716554566
4.819605076,1.938580114,7.005153436,5.015480118
2.202526973,1.929182891,7.514438965,2.278908865
2.033584489,1.277572497,9.244011879,2.053288698
3.463833124,1.492433524,6.690133075,3.553377574
1.982366962,1.935381971,8.925028668,2.030686753
3.743208373,1.306641831,9.780202024,3.777068878
2.616984805,1.572774508,8.39938406,2.664106125
2.985932938,1.561640104,8.520647719,3.037382302
3.883428583,1.362275215,7.726090781,3.94524005
3.348029557,1.339630554,3.209810812,3.684240301
2.985379543,1.703587142,5.720777614,3.127258315
4.036619831,1.238380721,5.517482144,4.142305095
1.985493054,1.758717073,7.117782646,2.049027026
3.895465531,1.513068563,3.713710675,4.265555957
4.762339714,1.872673432,4.351700644,5.275831234
4.67366006,1.719715095,5.770560349,4.896135035
2.878607939,1.244523752,6.859950496,2.927181786
2.768924407,1.371640494,9.418634174,2.798761869
3.896506247,1.60113942,8.555019625,3.966596624
2.670895142,1.904712158,5.989904465,2.817117483
2.248777803,1.380160027,7.958396592,2.283376366
1.763584856,1.062774246,4.792872973,1.808608903
1.370844785,1.494045324,7.065851481,1.402557015
2.880527407,1.924016528,4.497600704,3.186849186
3.860952388,1.478830741,5.715181373,3.997080841
3.898175429,1.887710337,3.696571896,4.533923546
4.177329846,1.830074382,3.070332895,5.202499393
3.915871413,1.31671128,3.767543162,4.179422339
1.626894276,1.18377472,9.030056108,1.641056412
2.302721793,1.013861345,4.634869944,2.359873848
3.304943317,1.06886096,6.759054668,3.3470591
1.775061734,1.516807461,9.432191083,1.798468639
4.188356745,1.882488469,4.105610226,4.712976594
2.117629984,1.432432568,4.816044336,2.2180085
4.814964857,1.555418202,6.693388335,4.950485553
3.232824631,1.893417733,7.848228637,3.331222378
2.786385111,1.503514078,4.271946007,2.976848123
2.880700299,1.943218798,3.117356472,3.684046376
2.451147919,1.673030876,9.976535719,2.486358088
3.695696185,1.453162246,8.018142845,3.757927645
1.116427535,1.097151961,6.266288489,1.133943807
1.613909087,1.319617303,7.315488833,1.640825585
3.433677024,1.194475927,8.704981554,3.466466538
1.622140016,1.927167983,4.047957543,1.844599054
1.592806053,1.500991292,8.459438258,1.618487046
4.792461519,1.586909333,6.415364466,4.946171437
3.780603025,1.550681863,8.154151986,3.850877635
4.102358006,1.966054682,9.26553685,4.197952007
3.997940513,1.098287435,7.019030211,4.047800242
1.545720382,1.850508648,3.596441413,1.802658534
2.546613797,1.445262518,6.74006946,2.607259424
3.02959532,1.457165442,9.568449506,3.065349331
4.951496033,1.697712601,3.074834208,5.938775319
4.138437116,1.068406556,9.706474942,4.163737366
4.334936539,1.902909123,7.674191947,4.474682108
2.051371651,1.964133209,6.691434612,2.145898418
3.786661437,1.801622563,5.210929099,4.035529985
2.049376024,1.309240875,3.75864742,2.186297639
3.981704173,1.390461213,6.307288278,4.082134573
2.362661561,1.500447509,5.027155376,2.475495937
3.767003163,1.778268562,7.494416359,3.877745707
2.96854232,1.493726928,3.878393338,3.216684129
1.550640193,1.844225496,5.031194101,1.666646954
3.719386954,1.066607184,6.290918013,3.774027024
4.128045045,1.768515592,3.072377133,5.048245708
2.702484053,1.050031905,9.647653012,2.718634119
3.99404421,1.570331361,6.494449181,4.1161832
1.020050281,1.89592386,3.768724054,1.180276434
4.561698342,1.302937943,7.084978967,4.64084949
4.224556201,1.52202557,3.435447661,4.712255693
3.708952209,1.305698707,5.737764985,3.808883856
2.74466435,1.90762934,5.550088237,2.922730913
1.678812957,1.341721457,9.169518238,1.697079119
3.603579857,1.990595253,3.928320416,4.179976971
4.541509326,1.831676706,6.374779907,4.741450985
3.09312155,1.162793626,6.7257093,3.140411399
4.533036927,1.847835439,3.486157749,5.345771496
3.611043047,1.233132074,3.10158174,3.935455268
3.10869065,1.271371094,3.687329002,3.311774769
3.258854737,1.610669066,3.916779349,3.575129053
4.92244145,1.167911619,4.814424315,5.074002297
2.789152679,1.942586526,4.223439927,3.141139554
1.212015749,1.023004509,7.297033391,1.224105045
1.817204405,1.756428728,5.756962806,1.90818381
1.801572372,1.777796066,4.999576176,1.927552809
4.59974491,1.357592057,8.771698785,4.655845069
1.535950384,1.839705207,4.320790769,1.697507546
2.33964543,1.259385181,3.924055166,2.470326643
3.749035199,1.046669711,6.68525371,3.795846244
4.40299478,1.530438135,8.916220674,4.469325811
3.669686987,1.553536137,4.323510945,3.932313099
3.266843476,1.601153492,9.183560978,3.317657542
4.098806884,1.59247863,3.253764426,4.700226554
3.960001199,1.949632534,4.361076831,4.427018617
4.69924116,1.37745236,4.653919224,4.919666252
2.712741778,1.783938241,6.938035371,2.807121962
2.966113602,1.317181845,4.592760698,3.096178134
1.499091767,1.616811398,4.355221854,1.614463091
1.313315549,1.516421923,8.120072455,1.336833787
4.879677936,1.154183337,5.092481542,5.010051845
3.503757131,1.682016211,8.65309618,3.571888483
2.344018717,1.722716161,7.914444552,2.40160189
3.632857493,1.302597252,6.622428499,3.705240232
2.023987392,1.08563226,8.123581245,2.042306892
3.909033292,1.21326142,3.574708606,4.155709538
2.525663468,1.421301749,7.9747971,2.566757492
3.444759625,1.09330085,4.322222234,3.560549879
1.201707492,1.014542855,3.989252491,1.242562475
2.904531685,1.040252443,9.559299535,2.921883694
2.742215069,1.498461296,8.62076635,2.784603849
2.687476673,1.565912299,4.986921993,2.830645824
2.625320376,1.842793632,8.640259784,2.687148599
2.552797321,1.619523242,6.220906066,2.643966047
4.226601226,1.393138508,9.664776479,4.271207856
4.574522424,1.962189546,4.292899318,5.14322618
3.344680168,1.592837108,4.893069497,3.537352769
4.194736105,1.58991501,5.783957396,4.362802091
2.97236445,1.636189642,8.140213581,3.034291078
3.498150164,1.153442321,9.118759917,3.526475743
1.633192412,1.116533906,4.724021925,1.680814242
1.899364155,1.91695119,7.094846365,1.972735649
1.77682472,1.690390919,7.967491408,1.818216925
1.652360529,1.914835588,8.626925218,1.694631962
2.485418414,1.06284023,5.534668062,2.532553225
1.461370018,1.661191718,9.28778509,1.485320882
2.143549366,1.427111483,5.869629463,2.209861801
3.743874611,1.512840682,6.705865551,3.842945337
4.547812828,1.844893778,7.829274676,4.679588612
2.006558763,1.052889717,3.711712049,2.092513155
2.312205912,1.965224632,4.75963344,2.538712271
4.627816263,1.290531792,4.015397451,4.887101647
1.804575412,1.008289121,7.751321148,1.820039288
4.413370675,1.035337213,9.708034887,4.43868495
2.868963571,1.047346874,5.75290194,2.91772377
3.571460152,1.33632546,8.439994784,3.61708662
2.535896651,1.839907335,7.855378181,2.60845611
2.442958238,1.552557385,5.991119234,2.52936402
4.362557612,1.081448101,9.419470286,4.391597114
2.628954991,1.021215915,3.969060362,2.720547282
1.33314735,1.466762457,3.862421453,1.441102795
3.277999356,1.353042233,4.589614978,3.430457885
2.362158264,1.30666499,6.941484278,2.405155079
4.764494774,1.467309441,9.882559921,4.817895281
2.021074396,1.63525837,9.553843877,2.051346448
2.6473051,1.349414841,5.408923418,2.733745838
2.084208117,1.141359588,8.064105974,2.105402914
2.042379046,1.661405961,7.080380705,2.101039855
4.36184237,1.559319224,4.807700003,4.61111316
3.65932034,1.197603465,9.381471557,3.689506136
1.808923637,1.640197708,4.891907758,1.920065271
2.100861788,1.607753631,3.686393442,2.334594969
2.028616869,1.021631997,5.23361628,2.068408259
2.424651903,1.288064498,9.697852597,2.446325775
4.260043304,1.26661971,6.038750337,4.356962452
3.929271987,1.434107775,6.238599261,4.037394243
3.369632148,1.223932385,5.389807576,3.460023661
4.836601247,1.563630718,8.425938855,4.922096128
3.101569325,1.304463617,8.482490339,3.138907795
1.797203213,1.989461644,8.46941888,1.848937063
3.912289888,1.22349741,6.665701702,3.979907907
1.366980462,1.373581602,6.797151451,1.395777279
1.221620438,1.472809551,5.939398677,1.261005439
2.287390662,1.567069741,6.120981406,2.366251875
1.380038852,1.477478458,7.906274438,1.404785757
3.517233964,1.982827265,7.97327392,3.631313041
2.554865655,1.585409428,8.474318455,2.600785331
2.655072042,1.116533976,4.640469523,2.735432543
4.13198366,1.075855573,8.551741316,4.165075461
2.264419661,1.148930072,8.506095422,2.285363025
3.481476568,1.31434342,4.989517393,3.608940804
1.057761053,1.539095031,3.318950579,1.193892394
2.463458484,1.934674113,6.492180203,2.58071141
4.738533834,1.583785561,8.148280882,4.830663356
1.77288585,1.585817932,6.283164308,1.832203107
1.203362933,1.011814515,3.572620444,1.254735738
4.291407413,1.75421784,7.921733565,4.400661933
3.266525663,1.090893978,7.73916853,3.299468729
3.559894715,1.651722625,9.277749565,3.617687397
3.552667715,1.141492902,6.68985792,3.605542602
4.250533997,1.13219268,8.758139826,4.286501963
4.865057011,1.175227757,8.934306681,4.907701357
1.817746048,1.941644519,4.05661788,2.070294502
3.426211612,1.151369754,4.582283964,3.539773895
4.318281145,1.034258105,3.268373833,4.552214392
1.337751567,1.475421922,4.537599811,1.414620882
3.083788679,1.590660374,7.74042644,3.151041222
1.826103624,1.464197063,6.680221102,1.87161463
1.655968764,1.053684293,9.668051532,1.665892047
2.956172477,1.222111522,3.10412851,3.215898894
4.441910185,1.628843497,4.995778333,4.698670945
3.529560856,1.512280892,5.211177889,3.688281673
3.352897036,1.105597258,3.701608594,3.513266217
1.307085437,1.680387511,3.504628404,1.489463318
4.337371945,1.970939237,5.281241456,4.675139337
2.436947282,1.478975539,9.082900553,2.469910673
2.111795748,1.322939531,9.162116262,2.134160654
2.292466754,1.836159723,4.918103468,2.471151456
1.068476337,1.575959866,7.885885007,1.090474044
4.753509337,1.229622442,4.937832892,4.908124227
2.057787401,1.390442417,5.760504924,2.120486157
3.231617231,1.760405616,8.644827674,3.300780166
4.60046287,1.23387081,3.144463372,5.00160713
3.162571379,1.63231501,4.257750702,3.424205362
4.362164511,1.780806229,8.831968448,4.453636054
3.635217247,1.115665065,6.161355985,3.696319764
4.016912463,1.084821008,9.995691356,4.040780145
1.962277244,1.203943683,8.401159111,1.982742509
2.921218005,1.736994252,5.817549208,3.060837734
4.79281893,1.929464559,4.353406535,5.346629156
3.962527647,1.616309896,9.522439697,4.020872906
1.862220123,1.420617689,7.764823777,1.894191838
3.560984033,1.804761145,4.415614639,3.901769672
2.521732255,1.816818752,8.451906345,2.582094041
4.515635831,1.994826083,7.207369713,4.699212935
2.482473644,1.152739174,4.108443924,2.586364778
4.588583515,1.888667874,4.655503572,5.020260871
2.128729165,1.743018635,7.929263126,2.18210292
3.484382012,1.02404873,8.687778136,3.50884301
4.581127293,1.906920594,6.839388408,4.770293374
4.564173319,1.884852418,5.796776109,4.826438945
2.228694167,1.248955005,7.893759236,2.257125381
4.250717928,1.742552823,9.021182123,4.332309143
3.831396841,1.470488016,7.998703556,3.897831351
2.530436986,1.353277442,4.42756341,2.657618746
2.526983371,1.745460848,3.076968163,3.068461557
1.545569737,1.558797356,9.670526452,1.566048474
3.952450141,1.337499186,9.258980174,3.994344916
3.025978225,1.550028619,7.228651412,3.098039567
3.279035086,1.852139254,3.614676661,3.818379786
4.581808866,1.776630516,9.042416974,4.672891203
2.8946423,1.538982395,8.715008795,2.940859321
3.538149676,1.03385617,5.253093637,3.60872977
1.127842093,1.12462084,9.792494943,1.135354275
2.841530133,1.554181295,6.176888352,2.93598639
3.309660719,1.888353339,4.957378501,3.579524905
4.005776258,1.724145656,9.522113787,4.073101925
2.914283313,1.597748163,6.200924887,3.016123075
2.228286606,1.710657145,7.88752781,2.282617497
1.449716171,1.952379486,9.446694456,1.481706192
3.246353194,1.412446772,8.148412224,3.296251782
4.205668238,1.571926079,8.97328996,4.2717231
2.001941779,1.880761048,4.88099298,2.169464397
2.234169299,1.848924859,7.554456206,2.304248013
1.149371405,1.498195951,9.360755651,1.164381697
4.002817538,1.83065005,6.643064374,4.16404906
3.193665132,1.444531961,7.664479037,3.25194401
2.848582756,1.357196551,7.506448806,2.896316563
3.733305127,1.881631191,6.962840765,3.877577097
4.253179344,1.373767352,5.40100874,4.3978182
3.82269472,1.372323878,4.776116343,3.99098872
2.660321161,1.759583444,7.396336282,2.738957121
2.627337509,1.256757119,4.512470916,2.735573067
3.702859056,1.755404455,4.494907596,4.0222698
3.772695909,1.181031696,6.242714947,3.842078666
3.748236989,1.129764138,9.204326606,3.776795136
2.332979569,1.414441075,6.18809954,2.39642135
2.678290225,1.180024582,5.417755193,2.744172659
3.272594802,1.452495477,8.615833225,3.320114895
4.52521766,1.228133801,3.2121012,4.897319625
4.879675766,1.323759717,8.129086855,4.945690351
1.945664861,1.116659879,8.448270644,1.962886752
2.162890313,1.914325832,4.11867872,2.442783764
2.831359134,1.503270295,9.472545102,2.867700834
1.233072954,1.136223744,8.416709357,1.244464638
1.929630807,1.358199431,3.707044128,2.073837208
1.788262487,1.361316388,9.67145844,1.806244905
2.010509437,1.910060783,9.420272876,2.053156945
3.244805925,1.873032063,6.895705692,3.371564121
1.214951278,1.660106204,8.790833816,1.237212591
3.382687707,1.829244537,4.957176174,3.639546251
3.974970494,1.605329376,6.77806082,4.091377616
4.644886652,1.473298579,9.579157237,4.700818848
2.220213506,1.374622573,8.936946787,2.246952451
3.458084255,1.95118895,9.194016505,3.538691782
1.861590279,1.275648375,3.552046397,1.99465932
2.908165001,1.401699323,9.40970265,2.940978255
1.626500826,1.918632962,4.808424564,1.773827005
1.41198669,1.008318585,5.403539695,1.437231171
2.720492476,1.984705333,4.071523248,3.115738786
2.870599751,1.795457434,7.744178362,2.951007375
2.609629412,1.855679916,9.146712331,2.665052584
2.174684965,1.953394193,7.170518858,2.260168189
3.760071159,1.642057111,9.061944454,3.823364665
4.997370694,1.541200659,5.750482835,5.187139793
1.161817699,1.478176997,7.851134485,1.182973722
1.332638842,1.625760214,4.169817228,1.447163866
3.391548431,1.492375974,8.553981555,3.444373897
4.075983689,1.011335529,6.675223807,4.123584872
3.10289696,1.912397466,6.493448621,3.2469042
